0.0	2608.0	1426.0	4413.0	2562.0	6128.0	4220.0	2306.0	5374.0	4538.0	2659.0
1.0	2712.0	1617.0	4690.0	2926.0	1484.0	4758.0	2931.0	6119.0	5268.0	3577.0
2.0	2816.0	1808.0	4968.0	3290.0	1835.0	5329.0	3588.0	1892.0	6200.0	4494.0
3.0	2921.0	1999.0	5245.0	3654.0	2286.0	5900.0	4180.0	2603.0	1696.0	5379.0
4.0	3025.0	2190.0	5556.0	4019.0	2737.0	6437.0	4804.0	3315.0	2926.0	1531.0
5.0	3129.0	2380.0	5833.0	4383.0	3221.0	1897.0	5462.0	4059.0	3724.0	2416.0
6.0	3233.0	2571.0	6111.0	4782.0	3672.0	2435.0	6086.0	4803.0	4505.0	3334.0
7.0	3337.0	2762.0	1484.0	5111.0	4123.0	2906.0	1769.0	5548.0	5386.0	4318.0
8.0	3441.0	2953.0	1762.0	5543.0	4574.0	3411.0	2393.0	1407.0	6217.0	5203.0
9.0	3545.0	3144.0	2039.0	5873.0	5091.0	3981.0	3018.0	2118.0	6104.0	6120.0
10.0	3649.0	3334.0	2317.0	6237.0	5575.0	4386.0	3675.0	2829.0	2154.0	2312.0
11.0	3753.0	3425.0	2594.0	1504.0	6060.0	4990.0	4266.0	3540.0	2985.0	3230.0
12.0	3857.0	3649.0	2905.0	1868.0	1401.0	5561.0	4891.0	4251.0	3783.0	4114.0
13.0	3961.0	3807.0	3183.0	2232.0	1852.0	6066.0	5548.0	4995.0	4581.0	5065.0
14.0	4065.0	3998.0	3460.0	2596.0	2303.0	1646.0	1405.0	5707.0	5412.0	5950.0
15.0	4169.0	4188.0	3738.0	2961.0	2754.0	2183.0	2029.0	1650.0	1547.0	2329.0
16.0	4273.0	4379.0	4015.0	3325.0	3238.0	2754.0	2653.0	2361.0	2345.0	3214.0
17.0	4377.0	4603.0	4293.0	3689.0	3689.0	3259.0	3278.0	3072.0	3143.0	4132.0
18.0	4481.0	4794.0	4570.0	4053.0	4173.0	3830.0	3902.0	3783.0	3974.0	5049.0
19.0	4619.0	4985.0	4881.0	4417.0	4624.0	4367.0	4526.0	4494.0	4772.0	5934.0
20.0	4690.0	5176.0	5158.0	4782.0	5109.0	4938.0	5151.0	5238.0	5620.0	2347.0
21.0	4794.0	5366.0	5436.0	5146.0	5593.0	5594.0	5775.0	5074.0	1963.0	3231.0
22.0	4898.0	5590.0	5713.0	5510.0	6044.0	5980.0	1786.0	2118.0	2761.0	4149.0
23.0	5002.0	5781.0	5991.0	5874.0	1453.0	1680.0	2410.0	2829.0	3542.0	5067.0
24.0	5106.0	5972.0	6268.0	1261.0	1904.0	2218.0	3035.0	3540.0	4458.0	1583.0
25.0	5210.0	6130.0	1328.0	1625.0	2355.0	2756.0	3659.0	4251.0	5491.0	2468.0
26.0	5314.0	1361.0	1606.0	1989.0	2806.0	3327.0	4284.0	4995.0	1668.0	3353.0
27.0	5418.0	1552.0	1883.0	2353.0	3290.0	3831.0	4908.0	5707.0	2466.0	4237.0
28.0	5522.0	1743.0	2161.0	2718.0	3775.0	4369.0	5532.0	1944.0	3264.0	5155.0
29.0	5626.0	1934.0	2438.0	3082.0	4225.0	4940.0	1665.0	2655.0	4062.0	1809.0
30.0	5730.0	2124.0	2817.0	3446.0	4676.0	5477.0	2289.0	3333.0	4910.0	2693.0
31.0	5834.0	2349.0	2993.0	3810.0	5161.0	1334.0	2913.0	4078.0	5724.0	3578.0
32.0	1186.0	2506.0	3304.0	4175.0	5612.0	1871.0	3538.0	4789.0	2137.0	4496.0
33.0	1290.0	2697.0	3615.0	4539.0	6096.0	2442.0	4162.0	5533.0	2935.0	5414.0
34.0	1394.0	2921.0	3859.0	4903.0	1679.0	2980.0	4787.0	1875.0	3732.0	2156.0
35.0	1498.0	3112.0	4121.0	5285.0	2130.0	3517.0	5411.0	2586.0	4581.0	3040.0
36.0	1602.0	3302.0	4381.0	5632.0	2581.0	4022.0	1665.0	3297.0	5497.0	3925.0
37.0	1706.0	3493.0	4658.0	5996.0	3065.0	4559.0	2289.0	4008.0	2067.0	4843.0
38.0	1810.0	3684.0	4936.0	1434.0	3516.0	5097.0	2913.0	4719.0	2865.0	1809.0
39.0	1915.0	3842.0	5247.0	1798.0	4000.0	5668.0	3538.0	5464.0	3663.0	2693.0
40.0	2019.0	4032.0	5524.0	2163.0	4451.0	1524.0	4162.0	1927.0	4461.0	3578.0
41.0	2123.0	4223.0	5768.0	2527.0	4935.0	2062.0	4787.0	2638.0	5259.0	4463.0
42.0	2227.0	4414.0	6079.0	2891.0	5353.0	2600.0	5411.0	3349.0	2137.0	5414.0
43.0	2331.0	4638.0	1380.0	3255.0	5837.0	3137.0	1699.0	4060.0	2917.0	2242.0
44.0	2435.0	4829.0	1658.0	3620.0	1505.0	3708.0	2324.0	4771.0	3715.0	3127.0
45.0	2539.0	5020.0	1935.0	3984.0	1956.0	4213.0	2948.0	5483.0	4513.0	4012.0
46.0	2643.0	5210.0	2213.0	4365.0	2407.0	4750.0	3573.0	2014.0	5412.0	4996.0
47.0	2747.0	5401.0	2490.0	4730.0	2891.0	5288.0	4197.0	2725.0	2154.0	1913.0
48.0	2851.0	5592.0	2768.0	5076.0	3342.0	5859.0	4821.0	3436.0	3053.0	2798.0
49.0	2955.0	5783.0	3045.0	5441.0	3827.0	1871.0	5446.0	4147.0	4003.0	3682.0
50.0	3059.0	5973.0	3323.0	5805.0	4277.0	2409.0	1717.0	4858.0	4548.0	4567.0
51.0	3163.0	6164.0	3600.0	1469.0	4728.0	2946.0	2341.0	1650.0	5345.0	5484.0
52.0	3267.0	1292.0	3911.0	1833.0	5179.0	3517.0	2965.0	2361.0	2206.0	2659.0
53.0	3371.0	1483.0	4173.0	2197.0	5597.0	4275.0	3590.0	3072.0	3004.0	3543.0
