0.0	9.0	7.0	5.0	5.0	4.0	6.0	6.0	5.0	5.0	4.0
1.0	8.0	8.0	6.0	5.0	4.0	6.0	6.0	7.0	4.0	4.0
2.0	8.0	7.0	5.0	4.0	4.0	6.0	6.0	5.0	6.0	4.0
3.0	8.0	7.0	6.0	4.0	4.0	6.0	6.0	5.0	5.0	4.0
4.0	9.0	7.0	5.0	5.0	4.0	6.0	6.0	4.0	5.0	4.0
5.0	9.0	7.0	4.0	4.0	4.0	4.0	7.0	4.0	4.0	4.0
6.0	8.0	7.0	5.0	5.0	4.0	4.0	8.0	6.0	5.0	4.0
7.0	7.0	8.0	5.0	4.0	4.0	4.0	7.0	5.0	6.0	4.0
8.0	9.0	7.0	5.0	5.0	4.0	4.0	6.0	5.0	6.0	4.0
9.0	9.0	8.0	5.0	4.0	4.0	4.0	6.0	5.0	6.0	4.0
10.0	9.0	8.0	5.0	8.0	4.0	4.0	6.0	4.0	5.0	4.0
11.0	6.0	7.0	5.0	4.0	4.0	6.0	6.0	5.0	6.0	3.0
12.0	7.0	7.0	5.0	5.0	4.0	6.0	6.0	5.0	5.0	4.0
13.0	9.0	7.0	5.0	4.0	4.0	10.0	5.0	4.0	5.0	4.0
14.0	9.0	7.0	5.0	4.0	4.0	4.0	6.0	6.0	5.0	4.0
15.0	10.0	7.0	4.0	5.0	4.0	4.0	5.0	4.0	5.0	4.0
16.0	6.0	7.0	4.0	4.0	4.0	4.0	6.0	4.0	5.0	4.0
17.0	9.0	7.0	4.0	4.0	4.0	4.0	6.0	4.0	5.0	4.0
18.0	9.0	7.0	4.0	4.0	5.0	5.0	6.0	4.0	5.0	4.0
19.0	10.0	6.0	5.0	4.0	4.0	5.0	6.0	4.0	6.0	4.0
20.0	9.0	6.0	4.0	5.0	4.0	5.0	6.0	4.0	5.0	4.0
21.0	9.0	6.0	4.0	4.0	4.0	6.0	7.0	6.0	4.0	4.0
22.0	9.0	6.0	4.0	4.0	4.0	7.0	5.0	5.0	5.0	4.0
23.0	9.0	6.0	4.0	5.0	4.0	5.0	6.0	5.0	5.0	6.0
24.0	9.0	7.0	5.0	4.0	4.0	7.0	7.0	4.0	6.0	4.0
25.0	10.0	13.0	4.0	5.0	4.0	7.0	7.0	5.0	5.0	4.0
26.0	8.0	6.0	4.0	4.0	4.0	5.0	6.0	4.0	5.0	4.0
27.0	9.0	6.0	5.0	5.0	4.0	6.0	8.0	4.0	5.0	4.0
28.0	9.0	5.0	4.0	4.0	4.0	6.0	6.0	4.0	5.0	4.0
29.0	7.0	7.0	4.0	4.0	4.0	6.0	6.0	5.0	5.0	6.0
30.0	8.0	7.0	5.0	5.0	4.0	7.0	8.0	4.0	6.0	4.0
31.0	8.0	7.0	4.0	5.0	5.0	5.0	9.0	6.0	5.0	5.0
32.0	7.0	7.0	5.0	5.0	4.0	7.0	6.0	5.0	5.0	4.0
33.0	9.0	7.0	4.0	5.0	4.0	7.0	7.0	4.0	6.0	4.0
34.0	9.0	6.0	4.0	6.0	4.0	7.0	8.0	5.0	5.0	4.0
35.0	8.0	7.0	5.0	5.0	4.0	6.0	7.0	5.0	6.0	4.0
36.0	11.0	7.0	5.0	6.0	4.0	6.0	8.0	5.0	5.0	4.0
37.0	8.0	6.0	5.0	6.0	4.0	6.0	7.0	5.0	4.0	4.0
38.0	9.0	6.0	5.0	5.0	5.0	6.0	9.0	5.0	5.0	4.0
39.0	9.0	7.0	4.0	4.0	5.0	6.0	7.0	4.0	5.0	4.0
40.0	9.0	6.0	4.0	5.0	4.0	5.0	7.0	5.0	5.0	5.0
41.0	8.0	7.0	5.0	6.0	4.0	8.0	7.0	5.0	7.0	5.0
42.0	9.0	6.0	9.0	5.0	4.0	7.0	8.0	5.0	6.0	4.0
43.0	9.0	6.0	4.0	5.0	5.0	7.0	7.0	6.0	6.0	4.0
44.0	9.0	6.0	4.0	6.0	4.0	7.0	9.0	6.0	6.0	4.0
45.0	8.0	6.0	5.0	5.0	4.0	6.0	9.0	5.0	6.0	4.0
46.0	9.0	7.0	5.0	5.0	4.0	8.0	8.0	6.0	5.0	4.0
47.0	7.0	6.0	4.0	6.0	4.0	7.0	5.0	5.0	6.0	4.0
48.0	8.0	6.0	4.0	5.0	4.0	8.0	5.0	6.0	6.0	4.0
49.0	9.0	5.0	4.0	5.0	4.0	8.0	13.0	6.0	6.0	4.0
50.0	8.0	6.0	4.0	5.0	4.0	7.0	10.0	7.0	7.0	4.0
51.0	8.0	6.0	4.0	5.0	4.0	7.0	8.0	7.0	8.0	4.0
52.0	9.0	6.0	4.0	5.0	4.0	9.0	9.0	5.0	6.0	4.0
53.0	8.0	6.0	4.0	5.0	5.0	7.0	8.0	5.0	7.0	4.0
54.0	8.0	5.0	4.0	5.0	4.0	7.0	9.0	6.0	4.0	5.0
55.0	8.0	5.0	5.0	5.0	4.0	7.0	7.0	6.0	7.0	5.0
56.0	8.0	7.0	4.0	5.0	3.0	6.0	9.0	7.0	6.0	4.0
57.0	9.0	6.0	4.0	5.0	4.0	7.0	9.0	7.0	5.0	4.0
58.0	9.0	5.0	4.0	6.0	4.0	7.0	8.0	6.0	7.0	5.0
59.0	9.0	6.0	9.0	5.0	4.0	6.0	9.0	7.0	8.0	4.0
60.0	8.0	6.0	4.0	4.0	4.0	9.0	6.0	4.0	8.0	4.0
