0.0	94.0	79.0	68.0	564.0	66.0	66.0	346.0	186.0	314.0	129.0
1.0	93.0	79.0	70.0	566.0	68.0	68.0	350.0	187.0	314.0	228.0
2.0	95.0	81.0	71.0	566.0	269.0	269.0	496.0	189.0	204.0	23.0
3.0	96.0	82.0	72.0	57.0	270.0	270.0	352.0	190.0	95.0	24.0
4.0	96.0	84.0	73.0	572.0	70.0	70.0	353.0	191.0	323.0	23.0
5.0	96.0	85.0	73.0	314.0	71.0	71.0	354.0	192.0	212.0	24.0
6.0	97.0	86.0	75.0	309.0	274.0	274.0	213.0	66.0	213.0	29.0
7.0	99.0	88.0	76.0	59.0	74.0	74.0	76.0	194.0	328.0	25.0
8.0	98.0	87.0	78.0	567.0	275.0	275.0	74.0	196.0	104.0	26.0
9.0	102.0	89.0	79.0	573.0	75.0	75.0	72.0	196.0	331.0	26.0
10.0	105.0	97.0	80.0	319.0	280.0	280.0	69.0	69.0	219.0	24.0
11.0	106.0	99.0	81.0	320.0	280.0	280.0	68.0	70.0	445.0	21.0
12.0	109.0	100.0	83.0	320.0	281.0	281.0	358.0	322.0	334.0	22.0
13.0	107.0	101.0	83.0	321.0	281.0	281.0	357.0	321.0	221.0	17.0
14.0	110.0	102.0	84.0	322.0	80.0	80.0	357.0	194.0	447.0	16.0
15.0	111.0	104.0	83.0	71.0	281.0	281.0	212.0	193.0	221.0	14.0
16.0	112.0	106.0	82.0	578.0	81.0	81.0	70.0	193.0	222.0	17.0
17.0	114.0	106.0	80.0	325.0	281.0	281.0	360.0	193.0	107.0	15.0
18.0	116.0	108.0	80.0	326.0	282.0	282.0	361.0	193.0	223.0	14.0
19.0	117.0	109.0	417.0	327.0	81.0	81.0	361.0	192.0	110.0	15.0
20.0	119.0	109.0	418.0	328.0	81.0	81.0	361.0	192.0	335.0	15.0
21.0	120.0	111.0	419.0	324.0	284.0	284.0	217.0	192.0	110.0	115.0
22.0	121.0	113.0	420.0	578.0	288.0	288.0	217.0	447.0	112.0	115.0
23.0	122.0	114.0	423.0	326.0	88.0	88.0	362.0	194.0	450.0	12.0
24.0	123.0	116.0	423.0	580.0	89.0	89.0	508.0	195.0	224.0	14.0
25.0	122.0	117.0	86.0	581.0	90.0	90.0	655.0	323.0	227.0	15.0
26.0	124.0	118.0	86.0	581.0	92.0	92.0	220.0	325.0	109.0	15.0
27.0	124.0	119.0	424.0	329.0	92.0	92.0	656.0	197.0	226.0	17.0
28.0	123.0	120.0	424.0	76.0	93.0	93.0	657.0	71.0	226.0	14.0
29.0	123.0	121.0	425.0	584.0	92.0	92.0	222.0	199.0	113.0	13.0
30.0	125.0	121.0	427.0	78.0	91.0	91.0	223.0	453.0	227.0	19.0
31.0	126.0	123.0	90.0	333.0	90.0	90.0	370.0	454.0	226.0	13.0
32.0	127.0	124.0	90.0	334.0	90.0	90.0	515.0	328.0	228.0	14.0
33.0	128.0	124.0	428.0	332.0	90.0	90.0	374.0	456.0	342.0	14.0
34.0	129.0	125.0	429.0	331.0	89.0	89.0	79.0	455.0	113.0	116.0
35.0	129.0	126.0	430.0	330.0	91.0	91.0	514.0	457.0	115.0	15.0
36.0	129.0	127.0	95.0	335.0	77.0	77.0	371.0	330.0	341.0	20.0
37.0	129.0	127.0	100.0	64.0	74.0	74.0	370.0	74.0	115.0	15.0
38.0	131.0	128.0	101.0	316.0	72.0	72.0	370.0	200.0	123.0	10.0
39.0	129.0	128.0	439.0	319.0	71.0	71.0	223.0	201.0	117.0	12.0
40.0	129.0	130.0	104.0	67.0	68.0	68.0	367.0	326.0	119.0	12.0
41.0	129.0	129.0	441.0	569.0	66.0	66.0	255.0	198.0	233.0	15.0
42.0	130.0	137.0	441.0	314.0	267.0	267.0	78.0	196.0	124.0	13.0
43.0	130.0	138.0	105.0	309.0	266.0	266.0	217.0	323.0	239.0	12.0
44.0	133.0	139.0	442.0	54.0	61.0	61.0	215.0	196.0	127.0	13.0
45.0	134.0	140.0	106.0	559.0	261.0	261.0	212.0	195.0	127.0	15.0
46.0	135.0	142.0	107.0	811.0	57.0	57.0	353.0	195.0	129.0	14.0
47.0	135.0	143.0	444.0	553.0	59.0	59.0	349.0	320.0	132.0	20.0
48.0	134.0	145.0	444.0	551.0	51.0	51.0	347.0	68.0	132.0	17.0
49.0	134.0	145.0	108.0	549.0	51.0	51.0	199.0	194.0	134.0	17.0
50.0	133.0	145.0	446.0	801.0	50.0	50.0	53.0	76.0	17.0	17.0
51.0	135.0	146.0	109.0	546.0	51.0	51.0	196.0	196.0	20.0	16.0
52.0	150.0	147.0	446.0	49.0	49.0	49.0	194.0	450.0	133.0	18.0
53.0	151.0	148.0	111.0	286.0	48.0	48.0	190.0	324.0	130.0	116.0
54.0	152.0	149.0	449.0	284.0	46.0	46.0	43.0	197.0	134.0	116.0
55.0	153.0	149.0	450.0	535.0	46.0	46.0	185.0	326.0	130.0	16.0
56.0	152.0	150.0	451.0	277.0	44.0	44.0	326.0	200.0	21.0	15.0
57.0	154.0	151.0	452.0	274.0	42.0	42.0	177.0	327.0	135.0	15.0
58.0	155.0	152.0	115.0	525.0	41.0	41.0	321.0	327.0	470.0	16.0
59.0	155.0	153.0	448.0	521.0	42.0	42.0	29.0	328.0	132.0	16.0
60.0	156.0	153.0	449.0	521.0	38.0	38.0	172.0	199.0	245.0	18.0
